PWSID	PWSName	Size	FacilityID	FacilityName	FacilityWaterType	SamplePointID	SamplePointName	SamplePointType	AssociatedFacilityID	AssociatedSamplePointID	CollectionDate	SampleID	Contaminant	MRL	Units	MethodID	AnalyticalResultsSign	AnalyticalResultValue	SampleEventCode	MonitoringRequirement	Region	State	UCMR1SampleType
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFNA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFOS	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFOA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFDA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFDoA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFHxA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFUnA	0.002	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	ADONA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFBA	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFBS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	4:2 FTS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	8:2 FTS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFMPA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFPeA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFMBA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFEESA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	NFDHA	0.02	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFPeS	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFHpS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	lithium	9	µg/L	EPA 200.7	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFTA	0.008	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	PFTrDA	0.007	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			4/9/2024	4002459	HFPO-DA	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	lithium	9	µg/L	EPA 200.7	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFTA	0.008	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFBS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFHpA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFHxS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFNA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFOS	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFOA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFDA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFDoA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFHxA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFHpS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFPeS	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	ADONA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	HFPO-DA	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFBA	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	6:2 FTS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	4:2 FTS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	8:2 FTS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFMPA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFPeA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFMBA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFEESA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	NFDHA	0.02	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFUnA	0.002	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			7/19/2024	4050781	PFTrDA	0.007	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFHpS	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	6:2 FTS	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	4:2 FTS	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	8:2 FTS	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFMPA	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFPeA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFBA	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFPeS	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFMBA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	lithium	9	µg/L	EPA 200.7	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFTA	0.008	µg/L	EPA 537.1	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFTrDA	0.007	µg/L	EPA 537.1	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFEESA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFHxS	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	NFDHA	0.02	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFHpA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	HFPO-DA	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFNA	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFOS	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFOA	0.004	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFDA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFDoA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFHxA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFUnA	0.002	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	ADONA	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			10/19/2024	4096186	PFBS	0.003	µg/L	EPA 533	<		SE3	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	NFDHA	0.02	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	ADONA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFBA	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	6:2 FTS	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	4:2 FTS	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	8:2 FTS	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFMPA	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFPeA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFEESA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFUnA	0.002	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFPeS	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFHpS	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFMBA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFBS	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFHxA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	HFPO-DA	0.005	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFTA	0.008	µg/L	EPA 537.1	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFTrDA	0.007	µg/L	EPA 537.1	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	lithium	9	µg/L	EPA 200.7	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFHpA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFHxS	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFNA	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFOS	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFOA	0.004	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFDA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	PFDoA	0.003	µg/L	EPA 533	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00023	La Plata Plant	SW	2591023	PF ENRIQUE ORTEGA-SALIDA	EP			1/22/2025	4139926	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE4	AM	2	PR	
PR0002591	METROPOLITANO	L	00035	Guaynabo	SW	25910308	PF Guaynabo - Salida Caguas	EP			4/17/2024	4006527	PFPeS	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00035	Guaynabo	SW	25910308	PF Guaynabo - Salida Caguas	EP			4/17/2024	4006527	4:2 FTS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00035	Guaynabo	SW	25910308	PF Guaynabo - Salida Caguas	EP			4/17/2024	4006527	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00035	Guaynabo	SW	25910308	PF Guaynabo - Salida Caguas	EP			4/17/2024	4006527	PFHxA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00035	Guaynabo	SW	25910308	PF Guaynabo - Salida Caguas	EP			4/17/2024	4006527	PFDA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00035	Guaynabo	SW	25910308	PF Guaynabo - Salida Caguas	EP			4/17/2024	4006527	PFPeA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00035	Guaynabo	SW	25910308	PF Guaynabo - Salida Caguas	EP			4/17/2024	4006527	PFUnA	0.002	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00035	Guaynabo	SW	25910308	PF Guaynabo - Salida Caguas	EP			4/17/2024	4006527	PFOA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00035	Guaynabo	SW	25910308	PF Guaynabo - Salida Caguas	EP			4/17/2024	4006527	PFOS	0.004	µg/L	EPA 533	=	0.0059	SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00035	Guaynabo	SW	25910308	PF Guaynabo - Salida Caguas	EP			4/17/2024	4006527	PFNA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0002591	METROPOLITANO	L	00035	Guaynabo	SW	25910308	PF Guaynabo - Salida Caguas	EP			4/17/2024	4006527	PFHpS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
