PWSID	PWSName	Size	FacilityID	FacilityName	FacilityWaterType	SamplePointID	SamplePointName	SamplePointType	AssociatedFacilityID	AssociatedSamplePointID	CollectionDate	SampleID	Contaminant	MRL	Units	MethodID	AnalyticalResultsSign	AnalyticalResultValue	SampleEventCode	MonitoringRequirement	Region	State	UCMR1SampleType
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			6/30/2023	3856582	ADONA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			6/30/2023	3856582	PFHxA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			6/30/2023	3856582	PFDoA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			6/30/2023	3856582	PFUnA	0.002	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			6/30/2023	3856582	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			6/30/2023	3856582	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			6/30/2023	3856582	PFDA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFMBA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFTrDA	0.007	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFDA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFTA	0.008	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	lithium	9	µg/L	EPA 200.7	=	15.5400	SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFBS	0.003	µg/L	EPA 533	=	0.0061	SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFHpA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFHxS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFNA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFOS	0.004	µg/L	EPA 533	=	0.0092	SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFOA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFBA	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFHpS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFPeS	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	NFDHA	0.02	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFEESA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFPeA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	8:2 FTS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFMPA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	6:2 FTS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFDoA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	HFPO-DA	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	ADONA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFUnA	0.002	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	PFHxA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00010	PZ ARJONA	GW	3824010	PZ ARJONA	EP			12/22/2023	3951543	4:2 FTS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFOS	0.004	µg/L	EPA 533	=	0.0114	SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFUnA	0.002	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFHxA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFDoA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFDA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFOA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFNA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFHxS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFBS	0.003	µg/L	EPA 533	=	0.0045	SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFTA	0.008	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFHpA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	ADONA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFTrDA	0.007	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	lithium	9	µg/L	EPA 200.7	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	HFPO-DA	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFHpS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFPeS	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	NFDHA	0.02	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFEESA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFMBA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFMPA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	8:2 FTS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	4:2 FTS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	6:2 FTS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFBA	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			6/30/2023	3856585	PFPeA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFOS	0.004	µg/L	EPA 533	=	0.0125	SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFHxA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFDoA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFHxS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFBS	0.003	µg/L	EPA 533	=	0.0041	SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFPeS	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFPeA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFNA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFOA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	ADONA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFDA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFUnA	0.002	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	lithium	9	µg/L	EPA 200.7	=	13.7000	SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFTA	0.008	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFHpA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	HFPO-DA	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFHpS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	NFDHA	0.02	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFEESA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFMPA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	8:2 FTS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFBA	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	6:2 FTS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFMBA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	PFTrDA	0.007	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00011	PZ ATOMICA	GW	3824011	PZ ATOMICA	EP			12/22/2023	3951524	4:2 FTS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFMBA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	6:2 FTS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	4:2 FTS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	8:2 FTS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFHpA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFPeA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFEESA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFBA	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFDoA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFPeS	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	NFDHA	0.02	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFMPA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	HFPO-DA	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	ADONA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFHxS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFHxA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFDA	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFOA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFOS	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFNA	0.004	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFHpS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFUnA	0.002	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	lithium	9	µg/L	EPA 200.7	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFTA	0.008	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFTrDA	0.007	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			6/20/2023	3850635	PFBS	0.003	µg/L	EPA 533	<		SE1	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	PFTrDA	0.007	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	PFTA	0.008	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	NMeFOSAA	0.006	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	4:2 FTS	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	NEtFOSAA	0.005	µg/L	EPA 537.1	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	8:2 FTS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	HFPO-DA	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	ADONA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	9Cl-PF3ONS	0.002	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	11Cl-PF3OUdS	0.005	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	PFEESA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	lithium	9	µg/L	EPA 200.7	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	PFUnA	0.002	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	PFDA	0.003	µg/L	EPA 533	<		SE2	AM	2	PR	
PR0003824	PONCE URBANO	L	00013	PZ BLASINI	GW	3824013	PZ BLASINI	EP			12/8/2023	3943336	PFOA	0.004	µg/L	EPA 533	<		SE2	AM	2	PR	
